,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum,NonMesNum
0,2009-03-06,8.2,17.6,0.8,3.0,0.0,26.0,0.0,19.0,86.0,68.0,1018.2,1016.7,12.7,16.7,0,0,2009,3,6,27,3.141592653589793,2.9154882952564827,3.141592653589793,-37.9225444,141.2766551,2,6
1,2009-03-07,10.1,19.9,0.8,1.2,5.8,41.0,9.0,24.0,98.0,52.0,1017.8,1018.1,12.8,18.0,0,0,2009,3,7,27,4.319689898685965,2.748893571891069,4.319689898685965,-37.9225444,141.2766551,2,6
2,2009-03-08,8.8,20.5,0.2,3.6,7.4,41.0,13.0,26.0,68.0,54.0,1021.9,1020.9,14.1,19.8,0,0,2009,3,8,27,5.497787143782138,5.497787143782138,5.890486225480862,-37.9225444,141.2766551,2,6
3,2009-03-09,8.0,23.9,0.0,4.0,11.2,39.0,17.0,22.0,82.0,47.0,1021.7,1019.1,13.0,23.0,0,0,2009,3,9,27,5.105088062083414,5.497787143782138,5.497787143782138,-37.9225444,141.2766551,2,6
4,2009-03-10,12.9,27.6,0.0,4.2,4.9,44.0,22.0,24.0,86.0,44.0,1020.4,1017.8,16.7,27.2,0,0,2009,3,10,27,5.890486225480862,5.890486225480862,5.497787143782138,-37.9225444,141.2766551,2,6
5,2009-03-11,14.1,29.7,0.0,3.0,4.6,44.0,17.0,20.0,91.0,42.0,1019.7,1016.2,17.0,27.8,0,1,2009,3,11,27,2.356194490192345,5.890486225480862,0.7853981633974483,-37.9225444,141.2766551,2,6
6,2009-03-12,15.8,28.1,19.0,5.0,10.5,35.0,0.0,19.0,90.0,51.0,1015.6,1014.1,18.8,27.9,1,0,2009,3,12,27,3.9269908169872414,2.9154882952564827,2.356194490192345,-37.9225444,141.2766551,2,6
7,2009-03-13,14.3,29.4,0.0,4.0,8.7,31.0,7.0,11.0,85.22162162162162,43.0,1015.9,1013.6,16.5,27.6,0,1,2009,3,13,27,3.9269908169872414,9.42477796076938,2.748893571891069,-37.9225444,141.2766551,2,6
8,2009-03-14,14.5,20.1,14.2,6.4,8.1,72.0,17.0,44.0,93.0,81.0,1008.8,1009.5,15.0,12.7,1,1,2009,3,14,27,3.141592653589793,3.141592653589793,3.5342917352885173,-37.9225444,141.2766551,2,6
9,2009-03-15,9.3,17.8,9.6,4.6,7.8,54.0,20.0,33.0,91.0,57.0,1012.3,1012.4,11.0,17.2,1,1,2009,3,15,27,3.9269908169872414,2.748893571891069,3.5342917352885173,-37.9225444,141.2766551,2,6
10,2009-03-16,10.2,18.0,3.8,3.0,5.9,41.0,17.0,24.0,94.0,72.0,1014.4,1015.6,13.0,16.7,1,0,2009,3,16,27,3.9269908169872414,3.5342917352885173,3.9269908169872414,-37.9225444,141.2766551,2,6
11,2009-03-17,11.1,15.9,0.2,3.0,0.0,31.0,9.0,17.0,75.0,74.0,1019.9,1019.7,13.5,15.2,0,0,2009,3,17,27,4.319689898685965,4.319689898685965,4.319689898685965,-37.9225444,141.2766551,2,6
12,2009-03-18,5.6,24.8,0.0,1.8,9.5,33.0,11.0,19.0,91.0,44.0,1016.3,1012.6,10.5,23.6,0,0,2009,3,18,27,1.9634954084936207,0.7853981633974483,2.356194490192345,-37.9225444,141.2766551,2,6
13,2009-03-19,8.0,22.3,0.0,5.2,10.7,33.0,7.0,15.0,82.0,67.0,1012.3,1012.8,12.9,21.2,0,0,2009,3,19,27,3.9269908169872414,0.3926990816987241,3.9269908169872414,-37.9225444,141.2766551,2,6
14,2009-03-20,5.2,23.6,0.0,3.2,10.6,28.0,0.0,6.0,98.0,50.0,1016.5,1013.5,9.7,22.4,0,0,2009,3,20,27,4.319689898685965,2.9154882952564827,3.141592653589793,-37.9225444,141.2766551,2,6
15,2009-03-21,7.9,34.6,0.0,3.6,7.5,57.0,0.0,31.0,93.0,22.0,1010.1,1006.4,12.2,34.3,0,0,2009,3,21,27,2.356194490192345,2.9154882952564827,1.9634954084936207,-37.9225444,141.2766551,2,6
16,2009-03-22,11.3,18.5,0.4,4.0,1.5,39.0,13.0,22.0,92.0,65.0,1015.3,1016.0,14.1,17.0,0,0,2009,3,22,27,4.319689898685965,9.42477796076938,9.42477796076938,-37.9225444,141.2766551,2,6
17,2009-03-23,5.1,20.7,0.0,2.8,10.5,35.0,0.0,17.0,93.0,56.0,1018.6,1016.8,9.5,19.9,0,0,2009,3,23,27,5.497787143782138,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
18,2009-03-24,7.1,20.6,0.0,3.8,0.2,24.0,7.0,0.0,90.0,58.0,1017.6,1014.8,11.3,19.5,0,1,2009,3,24,27,0.0,0.0,3.603504103560375,-37.9225444,141.2766551,2,6
19,2009-03-25,10.5,23.1,4.8,3.0,6.5,30.0,6.0,13.0,98.0,68.0,1015.9,1015.1,15.7,22.6,1,0,2009,3,25,27,3.9269908169872414,1.1780972450961724,3.5342917352885173,-37.9225444,141.2766551,2,6
20,2009-03-26,14.0,20.4,0.0,1.8,7.2,46.0,15.0,31.0,95.0,71.0,1021.0,1023.7,15.9,18.6,0,0,2009,3,26,27,3.9269908169872414,2.356194490192345,3.9269908169872414,-37.9225444,141.2766551,2,6
21,2009-03-27,3.4,19.8,0.2,3.6,9.4,30.0,0.0,13.0,97.0,59.0,1028.2,1026.5,7.1,18.8,0,0,2009,3,27,27,3.9269908169872414,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
22,2009-03-28,1.8,26.6,0.0,2.6,10.7,31.0,0.0,15.0,98.0,30.0,1023.6,1020.6,4.6,25.7,0,0,2009,3,28,27,2.748893571891069,2.9154882952564827,2.356194490192345,-37.9225444,141.2766551,2,6
23,2009-03-29,8.615950920245398,24.3,0.0,4.8,10.5,33.0,4.0,19.0,90.0,55.0,1022.6,1022.0,6.7,23.7,0,0,2009,3,29,27,5.497787143782138,0.7853981633974483,4.319689898685965,-37.9225444,141.2766551,2,6
24,2009-03-30,8.615950920245398,21.1,0.0,3.0,8.1,48.0,26.0,26.0,77.0,56.0,1026.0,1024.5,15.1,20.5,0,0,2009,3,30,27,5.890486225480862,5.890486225480862,5.497787143782138,-37.9225444,141.2766551,2,6
25,2009-03-31,8.615950920245398,29.0,0.0,3.2,8.1,31.0,9.0,9.0,99.0,47.0,1022.2,1019.5,13.8,27.6,0,0,2009,3,31,27,4.319689898685965,0.0,3.5342917352885173,-37.9225444,141.2766551,2,6
26,2009-04-01,8.615950920245398,31.7,0.2,4.0,10.2,30.0,10.819884235614573,11.0,87.0,28.0,1020.5,1018.4,13.4,30.9,0,0,2009,4,1,27,1.5707963267948966,2.9154882952564827,1.9634954084936207,-37.9225444,141.2766551,2,6
27,2009-04-02,8.615950920245398,33.3,0.0,6.4,8.7,43.0,11.0,24.0,49.0,31.0,1018.1,1015.7,21.7,32.1,0,0,2009,4,2,27,1.5707963267948966,1.1780972450961724,2.356194490192345,-37.9225444,141.2766551,2,6
28,2009-04-03,12.4,20.6,0.2,5.6,5.5,56.0,9.0,35.0,90.0,59.0,1018.7,1017.6,12.7,17.8,0,0,2009,4,3,27,3.5342917352885173,2.748893571891069,3.5342917352885173,-37.9225444,141.2766551,2,6
29,2009-04-04,4.2,16.7,0.0,3.4,1.2,30.0,6.0,17.0,93.0,62.0,1024.6,1023.8,8.7,16.1,0,1,2009,4,4,27,3.141592653589793,1.1780972450961724,3.5342917352885173,-37.9225444,141.2766551,2,6
30,2009-04-05,7.0,17.0,1.8,1.6,5.0,50.0,20.0,28.0,92.0,64.0,1020.5,1021.3,14.6,14.9,1,0,2009,4,5,27,4.319689898685965,2.748893571891069,4.319689898685965,-37.9225444,141.2766551,2,6
31,2009-04-06,5.7,16.7,1.0,2.6,3.2,43.0,9.0,30.0,81.0,58.0,1027.8,1027.5,11.4,14.8,0,0,2009,4,6,27,4.319689898685965,1.5707963267948966,4.319689898685965,-37.9225444,141.2766551,2,6
32,2009-04-07,8.0,17.1,0.4,2.2,5.0,33.0,11.0,22.0,88.0,94.0,1031.5,1029.8,13.4,14.3,0,1,2009,4,7,27,9.42477796076938,9.42477796076938,4.319689898685965,-37.9225444,141.2766551,2,6
33,2009-04-08,6.8,16.2,1.4,1.2,3.6,26.0,0.0,20.0,99.0,84.0,1029.1,1026.6,10.6,15.3,1,0,2009,4,8,27,9.42477796076938,2.9154882952564827,9.42477796076938,-37.9225444,141.2766551,2,6
34,2009-04-09,9.6,19.4,0.0,1.2,4.5,30.0,0.0,11.0,91.0,61.0,1023.4,1019.7,12.6,18.9,0,0,2009,4,9,27,4.319689898685965,2.9154882952564827,3.141592653589793,-37.9225444,141.2766551,2,6
35,2009-04-10,6.6,21.4,0.2,1.4,5.4,33.0,0.0,22.0,95.0,68.0,1021.2,1019.8,10.9,18.8,0,0,2009,4,10,27,3.5342917352885173,2.9154882952564827,3.9269908169872414,-37.9225444,141.2766551,2,6
36,2009-04-11,5.6,21.0,0.0,1.6,8.9,24.0,0.0,19.0,96.0,62.0,1024.1,1021.3,11.0,19.1,0,0,2009,4,11,27,4.319689898685965,2.9154882952564827,4.319689898685965,-37.9225444,141.2766551,2,6
37,2009-04-12,5.4,22.4,0.0,2.0,9.4,28.0,0.0,9.0,99.0,46.0,1023.6,1021.1,8.6,21.4,0,0,2009,4,12,27,4.319689898685965,2.9154882952564827,3.5342917352885173,-37.9225444,141.2766551,2,6
38,2009-04-13,3.4,27.4,0.2,2.6,9.8,35.0,7.0,20.0,85.0,24.0,1021.5,1016.6,11.2,26.7,0,0,2009,4,13,27,2.356194490192345,0.3926990816987241,2.356194490192345,-37.9225444,141.2766551,2,6
