,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
23340,23340,2008-12-01,Penrith,15.2,32.6,0.0,WNW,59.0,NNE,W,13.0,22.0,35.0,23.0,24.4,31.3,0,0,2008,12,1,8,2.748893571891069,1.1780972450961724,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23341,23341,2008-12-02,Penrith,15.0,31.7,0.0,ENE,28.0,NNE,N,13.0,15.0,64.0,38.0,20.4,30.1,0,0,2008,12,2,8,0.3926990816987241,1.1780972450961724,1.5707963267948966,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23342,23342,2008-12-03,Penrith,15.9,33.4,0.0,NW,52.0,N,NW,9.0,30.0,63.0,16.0,21.0,31.4,0,0,2008,12,3,8,2.356194490192345,1.5707963267948966,2.356194490192345,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23343,23343,2008-12-04,Penrith,17.2,24.8,0.0,E,35.0,SSE,E,9.0,19.0,71.0,55.0,19.5,22.7,0,0,2008,12,4,8,0.0,5.105088062083414,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23344,23344,2008-12-05,Penrith,17.8,32.2,0.0,ENE,28.0,NE,ENE,7.0,15.0,97.0,48.0,19.8,29.6,0,0,2008,12,5,8,0.3926990816987241,0.7853981633974483,0.3926990816987241,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23345,23345,2008-12-06,Penrith,18.1,36.2,0.2,W,46.0,NW,W,7.0,24.0,75.0,26.0,25.9,35.7,0,0,2008,12,6,8,3.141592653589793,2.356194490192345,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23346,23346,2008-12-07,Penrith,19.3,27.8,0.0,S,50.0,NE,SE,4.0,24.0,99.0,89.0,20.3,21.7,0,1,2008,12,7,8,9.42477796076938,0.7853981633974483,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23347,23347,2008-12-08,Penrith,17.2,26.9,12.0,NNE,37.0,W,NNE,6.0,11.0,84.0,99.0,20.5,19.6,1,1,2008,12,8,8,1.1780972450961724,3.141592653589793,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23348,23348,2008-12-09,Penrith,15.9,33.0,4.8,NNW,35.0,NNE,WNW,7.0,15.0,89.0,21.0,20.0,32.2,1,0,2008,12,9,8,1.9634954084936207,1.1780972450961724,2.748893571891069,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23349,23349,2008-12-12,Penrith,15.5,21.1,6.8,SSW,17.0,E,SSW,7.0,9.0,100.0,,15.8,16.7,1,1,2008,12,12,8,4.319689898685965,0.0,4.319689898685965,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23350,23350,2008-12-13,Penrith,15.8,32.7,42.2,NW,76.0,NNW,WNW,9.0,31.0,100.0,35.0,21.1,32.0,1,0,2008,12,13,8,2.356194490192345,1.9634954084936207,2.748893571891069,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23351,23351,2008-12-14,Penrith,19.1,25.5,0.0,WSW,61.0,W,WSW,26.0,30.0,42.0,37.0,21.8,23.3,0,0,2008,12,14,8,3.5342917352885173,3.141592653589793,3.5342917352885173,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23352,23352,2008-12-15,Penrith,15.1,27.3,0.0,S,43.0,SSW,SE,19.0,9.0,42.0,34.0,20.0,25.8,0,0,2008,12,15,8,9.42477796076938,4.319689898685965,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23353,23353,2008-12-16,Penrith,12.9,30.5,0.0,E,24.0,SSE,E,2.0,13.0,70.0,32.0,18.4,29.2,0,0,2008,12,16,8,0.0,5.105088062083414,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23354,23354,2008-12-17,Penrith,14.8,31.6,0.0,SE,50.0,N,N,4.0,13.0,69.0,30.0,21.9,30.4,0,0,2008,12,17,8,5.497787143782138,1.5707963267948966,1.5707963267948966,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23355,23355,2008-12-18,Penrith,18.6,33.5,0.0,NW,56.0,NNE,NW,7.0,30.0,60.0,26.0,23.3,32.1,0,0,2008,12,18,8,2.356194490192345,1.1780972450961724,2.356194490192345,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23356,23356,2008-12-19,Penrith,15.8,28.5,0.0,SE,54.0,SE,SE,6.0,20.0,44.0,27.0,23.0,28.0,0,0,2008,12,19,8,5.497787143782138,5.497787143782138,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23357,23357,2008-12-20,Penrith,14.2,24.1,0.0,SSE,39.0,S,SE,19.0,20.0,52.0,55.0,18.3,20.6,0,0,2008,12,20,8,5.105088062083414,9.42477796076938,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23358,23358,2008-12-21,Penrith,10.7,25.8,0.0,ENE,30.0,SSW,E,6.0,13.0,66.0,40.0,18.6,24.1,0,0,2008,12,21,8,0.3926990816987241,4.319689898685965,0.0,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23359,23359,2008-12-22,Penrith,13.3,30.1,0.0,ENE,33.0,N,NE,7.0,17.0,72.0,33.0,19.5,29.0,0,0,2008,12,22,8,0.3926990816987241,1.5707963267948966,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23360,23360,2008-12-23,Penrith,16.3,29.4,0.0,SE,35.0,S,ESE,17.0,7.0,82.0,47.0,21.2,29.4,0,0,2008,12,23,8,5.497787143782138,9.42477796076938,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23361,23361,2008-12-24,Penrith,18.3,19.9,0.0,S,24.0,SSE,WSW,9.0,7.0,86.0,99.0,18.9,19.1,0,0,2008,12,24,8,9.42477796076938,5.105088062083414,3.5342917352885173,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23362,23362,2008-12-25,Penrith,17.6,27.8,0.6,NE,33.0,NNE,NNE,7.0,15.0,99.0,56.0,19.0,26.4,0,0,2008,12,25,8,0.7853981633974483,1.1780972450961724,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23363,23363,2008-12-26,Penrith,19.0,34.7,0.0,E,37.0,NW,NE,6.0,22.0,81.0,35.0,23.0,32.7,0,0,2008,12,26,8,0.0,2.356194490192345,0.7853981633974483,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23364,23364,2008-12-27,Penrith,18.9,33.0,0.0,W,59.0,NW,NNE,4.0,28.0,93.0,48.0,23.7,30.2,0,1,2008,12,27,8,3.141592653589793,2.356194490192345,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23365,23365,2008-12-28,Penrith,17.2,34.9,1.8,NE,35.0,E,NNE,7.0,13.0,79.0,34.0,23.1,33.2,1,0,2008,12,28,8,0.7853981633974483,0.0,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23366,23366,2008-12-29,Penrith,18.9,29.3,0.0,ESE,35.0,S,ESE,7.0,19.0,79.0,68.0,25.0,24.3,0,1,2008,12,29,8,5.890486225480862,9.42477796076938,5.890486225480862,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23367,23367,2008-12-30,Penrith,17.5,32.9,1.4,WNW,57.0,NNW,W,11.0,28.0,99.0,21.0,19.9,31.6,1,0,2008,12,30,8,2.748893571891069,1.9634954084936207,3.141592653589793,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23368,23368,2008-12-31,Penrith,17.8,33.2,0.2,WNW,46.0,W,WNW,26.0,24.0,31.0,13.0,25.7,32.6,0,0,2008,12,31,8,2.748893571891069,3.141592653589793,2.748893571891069,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23369,23369,2009-01-01,Penrith,14.8,35.4,0.0,NW,59.0,NNE,WNW,9.0,28.0,65.0,17.0,21.9,34.4,0,0,2009,1,1,8,2.356194490192345,1.1780972450961724,2.748893571891069,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23370,23370,2009-01-02,Penrith,16.9,28.5,0.0,SE,43.0,SE,SE,7.0,28.0,65.0,50.0,20.4,23.5,0,0,2009,1,2,8,5.497787143782138,5.497787143782138,5.497787143782138,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
23371,23371,2009-01-03,Penrith,14.1,23.2,0.0,ENE,28.0,SSW,NNE,7.0,11.0,60.0,51.0,18.1,22.6,0,0,2009,1,3,8,0.3926990816987241,4.319689898685965,1.1780972450961724,-33.7511954,150.6941711,NSW,Evaporation_Sunshine_Pressure9am_Pressure3pm_Cloud9am_Cloud3pm,0,4
